category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
Nomenclatura náutica,&lt;p&gt;¿Qué es el barbotén?&lt;/p&gt;,,,radio,1,,,,off,off,1,Un tambor firmemente unido al otro extremo del eje del molinete.::0::0::::::A::1::::;;La pieza que permite embragar y desembragar el eje del molinete.::0::0::::::A::2::::;;Una máquina eléctrica o hidráulica que se emplea para virar y arriar la cadena del ancla.::0::0::::::A::3::::;;Una corona con muescas donde se acoplan los eslabones de la cadena.::1::0::::::A::4::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1
Legislación,"&lt;p&gt;¿En qué aguas, de aquellas en las que España ejerce soberanía, derechos soberanos y jurisdicción, está prohibida toda descarga de aguas sucias desde embarcaciones de recreo?&lt;/p&gt;",,,radio,1,,,,off,off,1,"A una distancia inferior a tres millas marinas de la tierra más próxima.::0::0::::::A::5081::::;;En zonas portuarias, aguas protegidas y otras zonas como rías, bahías y similares.::1::0::::::A::5082::::;;Sólo en zonas protegidas.::0::0::::::A::5083::::;;A menos de 6 millas de la tierra más próxima.::0::0::::::A::5084::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1271
Legislación,"&lt;p&gt;Las embarcaciones deportivas o de recreo autorizadas para un máximo de doce pasajeros, con base en un puerto español, realizarán la notificación reducida de desechos del Anexo V del Real Decreto 1381/2002, de 20 de diciembre, con la siguiente periodicidad:&lt;/p&gt;",,,radio,1,,,,off,off,1,Trimestralmente.::0::0::::::A::5085::::;;Semestralmente.::0::0::::::A::5086::::;;Anualmente.::1::0::::::A::5087::::;;Cada vez que entren en puerto.::0::0::::::A::5088::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1272
Balizamiento,"&lt;p&gt;Navegando de noche observamos una baliza que da grupos de dos destellos blancos, GpD (2), supondremos que se trata de:&lt;/p&gt;",,,radio,1,,,,off,off,1,Una marca de centro de canal.::0::0::::::A::5089::::;;Una marca especial.::0::0::::::A::5090::::;;Una marca de peligro aislado.::1::0::::::A::5091::::;;Una marca cardinal Este.::0::0::::::A::5092::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1273
Balizamiento,&lt;p&gt;La marca cardinal Oeste se caracteriza por tener:&lt;/p&gt;,,,radio,1,,,,off,off,1,Dos conos negros superpuestos opuestos por sus bases y una banda amarilla entre dos bandas negras.::0::0::::::A::5093::::;;Dos conos negros superpuestos opuestos por sus bases y una banda negra entre dos bandas amarillas.::0::0::::::A::5094::::;;Dos conos amarillos superpuestos opuestos por sus bases.::0::0::::::A::5095::::;;Dos conos negros superpuestos opuestos por sus vértices.::1::0::::::A::5096::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1274
Balizamiento,&lt;p&gt;¿Cuál es el color de las marcas especiales?&lt;/p&gt;,,,radio,1,,,,off,off,1,Verde y rojo.::0::0::::::A::5097::::;;Rojo.::0::0::::::A::5098::::;;Rojo y blanco.::0::0::::::A::5099::::;;Amarillo.::1::0::::::A::5100::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1275
Balizamiento,&lt;p&gt;¿Cuál es el color de las franjas de las marcas de aguas navegables?&lt;/p&gt;,,,radio,1,,,,off,off,1,Verde y rojo.::0::0::::::A::5101::::;;Rojo y negro.::0::0::::::A::5102::::;;Rojo y blanco.::1::0::::::A::5103::::;;Amarillo y azul.::0::0::::::A::5104::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1276
Balizamiento,&lt;p&gt;¿De qué color es la luz de una marca especial?&lt;/p&gt;,,,radio,1,,,,off,off,1,Rojo.::0::0::::::A::5105::::;;Verde.::0::0::::::A::5106::::;;Amarillo.::1::0::::::A::5107::::;;Blanco.::0::0::::::A::5108::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1277
Reglamento (RIPA),"&lt;p&gt;Conforme a la Regla 32 del RIPA, la expresión ""pitada larga"" significa:&lt;/p&gt;",,,radio,1,,,,off,off,1,Un sonido de una duración aproximada de cuatro a seis segundos.::1::0::::::A::5109::::;;Un sonido de una duración aproximada de un segundo.::0::0::::::A::5110::::;;Un sonido de una duración aproximada de dos a cuatro segundos.::0::0::::::A::5111::::;;Un sonido de una duración aproximada de seis a ocho segundos.::0::0::::::A::5112::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1278
Reglamento (RIPA),&lt;p&gt;¿Hasta cuando se deberá ir comprobando la eficacia de la maniobra según las disposiciones del RIPA?&lt;/p&gt;,,,radio,1,,,,off,off,1,Hasta el momento en que el radar nos indique que estamos fuera de peligro de colisión.::0::0::::::A::5113::::;;El RIPA no establece ninguna prescripción al respecto.::0::0::::::A::5114::::;;Hasta el momento en que el otro buque esté en franquía.::0::0::::::A::5115::::;;Hasta el momento en que el otro buque esté pasado y en franquía.::1::0::::::A::5116::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1279
Reglamento (RIPA),"&lt;p&gt;Según la Regla 21.c del RIPA, ¿qué arco del horizonte cubre la luz de alcance?&lt;/p&gt;",,,radio,1,,,,off,off,1,"112,5 grados.::0::0::::::A::5117::::;;135 grados.::1::0::::::A::5118::::;;225 grados.::0::0::::::A::5119::::;;115 grados.::0::0::::::A::5120::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1280
Reglamento (RIPA),"&lt;p&gt;De acuerdo con la Regla 34.e del RIPA, los buques que se aproximen a un recodo o zona de un paso o canal en donde, por estar obstruida la visión, no puedan ver a otros buques, harán sonar:&lt;/p&gt;",,,radio,1,,,,off,off,1,Una pitada corta.::0::0::::::A::5121::::;;Dos pitadas cortas.::0::0::::::A::5122::::;;Una pitada larga.::1::0::::::A::5123::::;;Dos pitadas largas.::0::0::::::A::5124::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1281
