category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
Seguridad,"&lt;p&gt;En caso de remolque de emergencia, en la maniobra de aproximación, el remolcado se situará respecto al buque remolcador…&lt;/p&gt;",,,radio,1,,,,off,off,1,A estribor.::0::0::::::A::22885::::;;A babor.::0::0::::::A::22886::::;;A sotavento.::1::0::::::A::22887::::;;A barlovento.::0::0::::::A::22888::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5722
Seguridad,&lt;p&gt;¿Qué debemos hacer si se nos aproxima un fuerte chubasco con viento?&lt;/p&gt;,,,radio,1,,,,off,off,1,Asegurar la estanqueidad del barco.::0::0::::::A::22889::::;;Estibar todos los elementos de a bordo y trincar todo aquello susceptible de moverse por efecto de la mar.::0::0::::::A::22890::::;;Dar la amura al viento.::0::0::::::A::22891::::;;Todas las respuestas anteriores son correctas.::1::0::::::A::22892::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5723
Seguridad,&lt;p&gt;En caso de tormenta eléctrica&lt;/p&gt;,,,radio,1,,,,off,off,1,"Desconectar los aparatos electrónicos::0::0::::::A::22893::::;;Comprobar variaciones de la aguja::0::0::::::A::22894::::;;Crear, a través del barco, un camino al mar para la descarga eléctrica del rayo::0::0::::::A::22895::::;;Todas las respuestas son ciertas::1::0::::::A::22896::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5724
Seguridad,&lt;p&gt;Si un tripulante cae al agua…&lt;/p&gt;,,,radio,1,,,,off,off,1,Hay que parar máquinas inmediatamente.::0::0::::::A::22897::::;;Meter el timón hacia la banda a la que cayó.::0::0::::::A::22898::::;;Lanzar un aro salvavidas.::0::0::::::A::22899::::;;Las respuestas b) y c) son correctas.::1::0::::::A::22900::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5725
Legislación,"&lt;p&gt;Las aguas sucias procedentes de aseos, se descargarán, sin restricciones,…&lt;/p&gt;",,,radio,1,,,,off,off,1,En aguas portuarias.::0::0::::::A::22901::::;;Hasta 3 millas de la costa.::0::0::::::A::22902::::;;De 3 a 12 millas de la costa.::0::0::::::A::22903::::;;Todas las respuestas son falsas.::1::0::::::A::22904::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5726
Legislación,"&lt;p&gt;Arrojar plásticos al mar, de cualquier clase:&lt;/p&gt;",,,radio,1,,,,off,off,1,Solo está permitido triturados y a más de 12 millas de la costa.::0::0::::::A::22905::::;;Se permite a más de 12 millas de la costa en el Atlántico.::0::0::::::A::22906::::;;Está prohibido en aguas interiores.::0::0::::::A::22907::::;;Está prohibido.::1::0::::::A::22908::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5727
Balizamiento,&lt;p&gt;¿Cuál es la marca de tope de la marca cardinal Norte?&lt;/p&gt;,,,radio,1,,,,off,off,1,"Dos conos con el vértice hacia arriba.::1::0::::::A::22909::::;;Dos conos con el vértice hacia abajo.::0::0::::::A::22910::::;;Dos conos superpuestos opuestos por sus vértices.::0::0::::::A::22911::::;;Dos conos superpuestos, opuestos por sus bases::0::0::::::A::22912::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5728
Balizamiento,"&lt;p&gt;Boya de color negro, con varias bandas horizontales rojas y con la marca de tope de dos esferas negras superpuestas,…&lt;/p&gt;",,,radio,1,,,,off,off,1,Indica un punto de recalada.::0::0::::::A::22913::::;;Define los ejes de un canal.::0::0::::::A::22914::::;;Indica un peligro aislado.::1::0::::::A::22915::::;;No existe.::0::0::::::A::22916::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5729
Balizamiento,&lt;p&gt;Las boyas de marcas especiales se utilizan para indicar:&lt;/p&gt;,,,radio,1,,,,off,off,1,La situación de granjas marinas.::0::0::::::A::22917::::;;La situación de reservas marinas.::0::0::::::A::22918::::;;Zonas de ejercicios militares.::0::0::::::A::22919::::;;Todas las respuestas son correctas.::1::0::::::A::22920::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5730
Balizamiento,&lt;p&gt;Las marcas laterales de babor. ¿Qué forma pueden tener?&lt;/p&gt;,,,radio,1,,,,off,off,1,Castillete.::0::0::::::A::22921::::;;Espeque.::0::0::::::A::22922::::;;Cilíndrica.::0::0::::::A::22923::::;;Todas las respuestas anteriores son correctas::1::0::::::A::22924::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5731
Balizamiento,"&lt;p&gt;Boya de castillete de color amarillo con banda ancha horizontal negra, y cuya marca de tope son 2 conos negros superpuestos opuestos por sus vértices, indica…&lt;/p&gt;",,,radio,1,,,,off,off,1,Aguas navegables al Sur de la marca.::0::0::::::A::22925::::;;Aguas navegables al Oeste de la marca.::1::0::::::A::22926::::;;Aguas navegables al Este de la marca.::0::0::::::A::22927::::;;Ninguna de las respuestas es correcta.::0::0::::::A::22928::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,5732
